DateHour,Well_ft,Tide_ft,Rain_ft
2007-10-01 01:00:00,3.4,0.08800000000000001,0.00181249975
2007-10-01 02:00:00,3.41,0.368,0.0016458332500000003
2007-10-01 03:00:00,3.42,0.7879999999999999,0.0017083335
2007-10-01 04:00:00,3.42,1.268,0.0008333335
2007-10-01 05:00:00,3.43,1.6880000000000002,0.00160416675
2007-10-01 06:00:00,3.44,1.8780000000000001,0.0018958335
2007-10-01 07:00:00,3.48,1.7280000000000002,0.006375
2007-10-01 08:00:00,3.55,1.258,0.0007291667500000001
2007-10-01 09:00:00,3.6,0.878,8.333325000000001e-05
2007-10-01 10:00:00,3.62,0.738,0.0024166665
2007-10-01 11:00:00,3.63,0.368,0.00022916675
2007-10-01 12:00:00,3.65,0.078,0.000875
2007-10-01 13:00:00,3.68,-0.092,0.0007083335
2007-10-01 14:00:00,3.71,0.057999999999999996,0.00041666650000000006
2007-10-01 15:00:00,3.73,0.38799999999999996,0.00191666675
2007-10-01 16:00:00,3.74,0.828,0.00172916675
2007-10-01 17:00:00,3.75,1.4480000000000002,0.00010416674999999999
2007-10-01 18:00:00,3.77,1.828,0.0
2007-10-01 19:00:00,3.78,1.9480000000000002,0.00125
2007-10-01 20:00:00,3.79,1.6980000000000002,0.000625
2007-10-01 21:00:00,3.82,1.338,0.00060416675
2007-10-01 22:00:00,3.82,0.958,0.00227083325
2007-10-01 23:00:00,3.83,0.638,0.000125
2007-10-02 00:00:00,3.86,0.38799999999999996,0.00025
2007-10-02 01:00:00,3.88,0.198,0.00045833349999999996
2007-10-02 02:00:00,3.89,0.23800000000000002,0.0
2007-10-02 03:00:00,3.91,0.498,0.0
2007-10-02 04:00:00,3.92,0.9079999999999999,0.008020833250000001
2007-10-02 05:00:00,3.93,1.318,0.0
2007-10-02 06:00:00,4.03,1.578,0.0
2007-10-02 07:00:00,4.07,1.6680000000000001,0.0
2007-10-02 08:00:00,4.09,1.4880000000000002,0.0
2007-10-02 09:00:00,4.13,1.168,0.0
2007-10-02 10:00:00,4.17,0.7979999999999999,0.0
2007-10-02 11:00:00,4.18,0.44799999999999995,0.0
2007-10-02 12:00:00,4.19,0.10800000000000001,0.0
2007-10-02 13:00:00,4.21,-0.152,0.0
2007-10-02 14:00:00,4.23,-0.302,0.0
2007-10-02 15:00:00,4.23,-0.172,0.0
2007-10-02 16:00:00,4.24,0.128,0.0
2007-10-02 17:00:00,4.24,0.5479999999999999,0.0
2007-10-02 18:00:00,4.25,0.978,0.0
2007-10-02 19:00:00,4.25,1.298,0.0
2007-10-02 20:00:00,4.25,1.4380000000000002,0.000375
2007-10-02 21:00:00,4.25,1.278,0.0
2007-10-02 22:00:00,4.25,0.958,0.0
2007-10-02 23:00:00,4.25,0.628,0.0
2007-10-03 00:00:00,4.25,0.32799999999999996,0.0
2007-10-03 01:00:00,4.25,0.057999999999999996,0.0
2007-10-03 02:00:00,4.25,-0.132,0.000125
2007-10-03 03:00:00,4.25,-0.102,8.333325000000001e-05
2007-10-03 04:00:00,4.25,0.128,0.00020833325
2007-10-03 05:00:00,4.25,0.478,0.0
2007-10-03 06:00:00,4.25,0.838,0.0
2007-10-03 07:00:00,4.24,1.148,0.0
2007-10-03 08:00:00,4.24,1.308,0.0
2007-10-03 09:00:00,4.23,1.218,0.0
2007-10-03 10:00:00,4.23,0.9279999999999999,0.0
2007-10-03 11:00:00,4.22,0.568,0.0004375
2007-10-03 12:00:00,4.21,0.258,0.0
2007-10-03 13:00:00,4.19,-0.032,0.0
2007-10-03 14:00:00,4.19,-0.272,0.0
2007-10-03 15:00:00,4.19,-0.382,0.0
2007-10-03 16:00:00,4.18,-0.242,0.0
2007-10-03 17:00:00,4.17,0.068,0.0
2007-10-03 18:00:00,4.17,0.478,0.0
2007-10-03 19:00:00,4.17,0.9079999999999999,0.00083333325
2007-10-03 20:00:00,4.15,1.288,0.0025625
2007-10-03 21:00:00,4.13,1.4580000000000002,0.00179166675
2007-10-03 22:00:00,4.1,1.298,0.000875
2007-10-03 23:00:00,4.09,1.078,0.0
2007-10-04 00:00:00,4.09,0.648,0.0
2007-10-04 01:00:00,4.09,0.33799999999999997,0.0
2007-10-04 02:00:00,4.08,0.098,0.0
2007-10-04 03:00:00,4.08,-0.07200000000000001,0.0
2007-10-04 04:00:00,4.07,-0.07200000000000001,0.0
2007-10-04 05:00:00,4.07,0.168,0.0
2007-10-04 06:00:00,4.06,0.45799999999999996,0.0
2007-10-04 07:00:00,4.05,0.858,0.0
2007-10-04 08:00:00,4.04,1.288,0.0
2007-10-04 09:00:00,4.03,1.538,0.0
2007-10-04 10:00:00,4.03,1.4980000000000002,0.0
2007-10-04 11:00:00,4.02,1.138,0.0
2007-10-04 12:00:00,4.01,0.758,0.0
2007-10-04 13:00:00,3.99,0.44799999999999995,0.0
2007-10-04 14:00:00,3.99,0.158,0.0
2007-10-04 15:00:00,3.98,-0.092,0.0
2007-10-04 16:00:00,3.97,-0.242,0.0
2007-10-04 17:00:00,3.97,-0.172,0.0
2007-10-04 18:00:00,3.97,0.11800000000000001,0.0
2007-10-04 19:00:00,3.96,0.368,0.0
2007-10-04 20:00:00,3.96,0.978,0.0
2007-10-04 21:00:00,3.95,1.318,0.0
2007-10-04 22:00:00,3.94,1.4780000000000002,0.0
2007-10-04 23:00:00,3.93,1.318,0.0
2007-10-05 00:00:00,3.93,0.998,0.0
2007-10-05 01:00:00,3.92,0.698,0.0
2007-10-05 02:00:00,3.91,0.33799999999999997,0.0
2007-10-05 03:00:00,3.91,0.057999999999999996,0.0
2007-10-05 04:00:00,3.91,-0.132,0.0
2007-10-05 05:00:00,3.9,-0.162,0.0
2007-10-05 06:00:00,3.89,0.048,0.00014583325
2007-10-05 07:00:00,3.89,0.38799999999999996,0.00014583325
2007-10-05 08:00:00,3.88,0.838,0.0
2007-10-05 09:00:00,3.88,1.158,0.0
2007-10-05 10:00:00,3.88,1.4280000000000002,0.0
2007-10-05 11:00:00,3.87,1.3780000000000001,0.0
2007-10-05 12:00:00,3.86,1.1079999999999999,0.0
2007-10-05 13:00:00,3.86,0.708,8.333325000000001e-05
2007-10-05 14:00:00,3.86,0.45799999999999996,0.0
2007-10-05 15:00:00,3.85,0.158,0.0
2007-10-05 16:00:00,3.85,-0.122,0.0
2007-10-05 17:00:00,3.84,-0.292,0.0
2007-10-05 18:00:00,3.84,-0.212,0.0
