DateHour,Well_ft,Tide_ft,Rain_ft
2007-10-01 01:00:00,2.15,1.624,0.0
2007-10-01 02:00:00,2.18,1.1640000000000001,0.0025208335
2007-10-01 03:00:00,2.2,0.7140000000000001,0.00266666675
2007-10-01 04:00:00,2.25,0.574,0.01285416675
2007-10-01 05:00:00,2.34,0.544,0.00141666675
2007-10-01 06:00:00,2.38,0.374,0.00235416675
2007-10-01 07:00:00,2.39,-0.026000000000000002,0.00025
2007-10-01 08:00:00,2.39,-0.136,0.0017083335000000002
2007-10-01 09:00:00,2.39,-0.096,0.00020833325
2007-10-01 10:00:00,2.4,0.434,0.00697916675
2007-10-01 11:00:00,2.4,0.564,0.0028958335
2007-10-01 12:00:00,2.46,1.114,0.00191666675
2007-10-01 13:00:00,2.47,1.504,0.00508333325
2007-10-01 14:00:00,2.51,1.534,0.00295833325
2007-10-01 15:00:00,2.53,1.274,0.00375
2007-10-01 16:00:00,2.54,1.014,0.00035416675
2007-10-01 17:00:00,2.56,0.6940000000000001,0.0
2007-10-01 18:00:00,2.56,0.474,0.0
2007-10-01 19:00:00,2.56,0.254,0.0001458335
2007-10-01 20:00:00,2.56,0.19399999999999998,0.0017291665
2007-10-01 21:00:00,2.56,0.134,0.00185416675
2007-10-01 22:00:00,2.56,0.444,0.0006666665
2007-10-01 23:00:00,2.56,0.9640000000000001,0.0067708335
2007-10-02 00:00:00,2.56,1.344,8.333325000000001e-05
2007-10-02 01:00:00,2.59,1.554,0.0
2007-10-02 02:00:00,2.6,1.534,0.0
2007-10-02 03:00:00,2.6,1.304,0.00135416675
2007-10-02 04:00:00,2.61,0.774,0.0
2007-10-02 05:00:00,2.61,0.45399999999999996,0.0
2007-10-02 06:00:00,2.61,0.16399999999999998,0.0
2007-10-02 07:00:00,2.62,-0.18600000000000003,0.0
2007-10-02 08:00:00,2.62,-0.436,0.0
2007-10-02 09:00:00,2.62,-0.5760000000000001,0.0
2007-10-02 10:00:00,2.62,-0.35600000000000004,0.0
2007-10-02 11:00:00,2.61,0.094,0.0
2007-10-02 12:00:00,2.6,0.514,0.0
2007-10-02 13:00:00,2.6,1.094,0.0
